Columbia Dividend Income Fund Institutional 3 Class (CDDYX),CDDYX,MF,Large Value,5.0,5.0,5.0,5.0,33.61,14.86,13.39,NA,NA,NA,NA,28.89,12.89,0.84,13.63,20.95,-4.28,28.31,7.91,17.46,0.57,0.57,16.32,13.3,11.99,0.9,0.99,1.05,3.19,94.48,2.33,NA,NA,NA
Columbia Select Large Cap Value Fund Institutional 3 Class (CSRYX),CSRYX,MF,Large Value,3.0,4.0,4.0,4.0,42.46,11.7,11.88,NA,NA,NA,NA,NA,NA,-5.41,20.81,20.5,-12.0,27.03,6.53,19.62,0.43,0.77,22.95,18.59,17.0,0.62,0.79,0.76,4.32,89.82,5.49,NA,NA,0.37
Calvert US Large Cap Value Responsible Index Fund Class I (CFJIX),CFJIX,MF,Large Value,4.0,4.0,N/A,4.0,42.08,13.7,11.38,NA,NA,NA,NA,NA,NA,NA,17.2,15.16,-10.06,29.38,9.03,17.37,0.24,0.38,20.5,16.52,NA,0.72,0.81,NA,0.2,98.82,0.99,NA,NA,NA
Dodge & Cox Stock Fund (DODGX),DODGX,MF,Large Value,3.0,5.0,5.0,5.0,53.26,13.9,12.95,14.26,13.49,-4.08,22.01,40.55,10.4,-4.49,21.28,18.33,-7.07,24.83,7.16,25.27,0.52,0.52,23.56,19.14,16.75,0.69,0.88,0.83,1.7,88.45,9.86,NA,NA,NA
The Hartford Dividend and Growth Fund Class F (HDGFX),HDGFX,MF,Large Value,5.0,5.0,5.0,5.0,39.2,14.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.19,28.25,8.05,19.6,0.65,0.65,18.31,14.83,13.34,0.82,0.94,0.93,3.06,92.2,4.75,NA,NA,NA
JPMorgan Equity Income Fund Class R6 (OIEJX),OIEJX,MF,Large Value,4.0,4.0,5.0,4.0,36.28,12.82,11.87,NA,NA,NA,NA,31.81,14.04,-1.96,15.17,17.84,-4.24,26.6,3.88,17.69,0.47,0.48,18.2,14.83,12.98,0.74,0.85,0.95,2.39,96.25,1.36,NA,NA,NA
JPMorgan U.S. Value Fund Class R6 (VGINX),VGINX,MF,Large Value,4.0,4.0,5.0,4.0,41.14,12.98,NA,NA,NA,NA,NA,NA,NA,NA,15.35,17.71,-7.25,28.48,4.8,19.97,0.44,0.53,20.15,16.37,14.52,0.7,0.84,0.88,2.23,95.82,1.95,NA,NA,NA
BlackRock Equity Dividend Fund K Shares (MKDVX),MKDVX,MF,Large Value,3.0,4.0,4.0,4.0,35.22,11.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.92,-7.05,27.68,4.01,16.06,0.59,0.6,19.1,15.63,13.43,0.67,0.8,0.83,6.03,74.14,19.83,NA,NA,NA
JPMorgan Large Cap Value Fund Class R6 (JLVMX),JLVMX,MF,Large Value,2.0,3.0,3.0,3.0,53.38,12.46,12.18,13.41,NA,-4.46,16.64,36.23,14.75,-1.65,22.39,17.92,-14.96,27.74,10.81,18.7,0.44,0.51,26.16,21.21,18.1,0.62,0.75,0.75,1.32,97.64,1.04,NA,NA,NA
ProShares S&P 500 Dividend Aristocrats ETF (NOBL),NOBL,ETF ,Large Value,5.0,4.0,N/A,4.0,37.56,15.83,13.18,NA,NA,NA,NA,NA,15.38,0.46,11.43,21.23,-3.18,27.45,8.32,17.02,NA,NA,17.96,14.77,NA,0.84,0.84,NA,0.13,95.19,4.68,NA,NA,NA
Invesco S&P 500 Revenue ETF (RWL),RWL,ETF ,Large Value,4.0,4.0,5.0,5.0,46.54,15.53,14.81,13.53,16.93,0.38,18.08,37.68,13.35,-1.21,12.22,19.89,-7.57,28.03,9.1,20.12,NA,NA,20.09,16.41,14.61,0.76,0.86,0.9,NA,NA,NA,NA,NA,NA
ALPS Sector Dividend Dogs ETF (SDOG),SDOG,ETF ,Large Value,2.0,1.0,N/A,1.0,51.07,10.14,9.82,NA,NA,NA,NA,34.29,14.99,-3.24,22.37,12.69,-11.29,24.07,-0.32,19.75,NA,NA,23.15,18.77,NA,0.48,0.54,NA,0.28,95.81,3.91,NA,NA,NA
Invesco S&P 500 Pure Value ETF (RPV),RPV,ETF ,Large Value,1.0,1.0,2.0,2.0,64.77,8.19,11.1,11.68,22.54,-1.22,25.01,47.47,12.26,-8.3,19.13,17.25,-12.26,25.0,-8.71,23.88,NA,NA,29.0,23.22,19.91,0.38,0.53,0.63,0.01,99.45,0.55,NA,NA,NA
Hotchkis & Wiley Large Cap Value Fund Class Z (HWLZX),HWLZX,MF,Large Value,1.0,2.0,2.0,2.0,56.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.17,22.55,0.83,0.83,27.86,22.47,18.97,0.48,0.64,0.67,0.17,84.5,15.33,NA,NA,NA
LSV Value Equity Fund (LSVEX),LSVEX,MF,Large Value,2.0,2.0,3.0,3.0,48.34,8.89,9.34,12.48,13.25,-1.9,20.31,42.88,12.15,-2.58,17.6,18.3,-14.57,25.18,-1.58,22.85,0.65,0.65,24.2,19.6,17.13,0.48,0.63,0.72,0.67,98.52,0.8,NA,NA,NA
Artisan Value Fund Institutional Class (APHLX),APHLX,MF,Large Value,3.0,4.0,3.0,3.0,50.17,13.84,13.08,11.72,NA,NA,13.95,26.06,5.3,-8.83,29.21,16.23,-14.7,30.45,11.03,21.64,0.83,0.83,23.62,19.18,16.93,0.62,0.73,0.7,2.75,78.0,19.26,NA,NA,NA
Invesco S&P 500 Value with Momentum ETF (SPVM),SPVM,ETF ,Large Value,2.0,3.0,3.0,3.0,50.18,11.77,13.44,11.76,NA,NA,18.94,33.0,10.46,-5.2,23.88,13.98,-8.59,29.4,-3.13,20.79,NA,NA,23.62,18.82,16.13,0.55,0.7,0.74,0.21,97.72,2.07,NA,NA,NA
Schwab U.S. Dividend Equity ETF (SCHD),SCHD,ETF ,Large Value,5.0,5.0,N/A,5.0,51.13,19.22,16.36,NA,NA,NA,11.4,32.9,11.66,-0.21,16.25,20.88,-5.46,27.28,15.11,20.26,NA,NA,18.89,15.43,NA,0.96,0.99,NA,NA,NA,NA,NA,NA,NA
iShares Trust - iShares MSCI USA Value Factor ETF (VLUE),VLUE,ETF ,Large Value,2.0,3.0,N/A,3.0,48.58,11.27,14.07,NA,NA,NA,NA,NA,12.29,-3.54,15.68,21.97,-11.18,27.47,-0.32,21.8,NA,NA,22.95,18.45,NA,0.53,0.75,NA,0.2,98.28,1.51,NA,NA,NA
Schwab Fundamental U.S. Broad Market Index ETF (FNDB),FNDB,ETF ,Large Value,4.0,4.0,N/A,4.0,53.18,15.96,15.14,NA,NA,NA,NA,NA,11.93,-3.07,16.96,16.67,-7.65,28.54,9.15,22.11,NA,NA,21.14,17.04,NA,0.75,0.85,NA,0.09,98.43,1.48,NA,NA,NA
Schwab Fundamental U.S. Large Company Index ETF (FNDX),FNDX,ETF ,Large Value,4.0,4.0,N/A,4.0,51.85,16.34,15.1,NA,NA,NA,NA,NA,12.29,-2.92,16.41,17.09,-7.32,28.87,9.11,21.93,NA,NA,20.73,16.72,NA,0.78,0.86,NA,0.06,98.48,1.46,NA,NA,NA
First Trust Rising Dividend Achievers ETF (RDVY),RDVY,ETF ,Large Value,5.0,5.0,N/A,5.0,58.05,19.02,20.59,NA,NA,NA,NA,NA,NA,-2.89,21.87,22.58,-9.74,37.61,13.32,21.19,NA,NA,24.14,19.5,NA,0.8,1.0,NA,0.11,97.97,1.92,NA,NA,NA
iShares Core Dividend Growth ETF (DGRO),DGRO,ETF ,Large Value,5.0,5.0,N/A,5.0,37.13,16.53,15.77,NA,NA,NA,NA,NA,NA,-0.62,15.27,22.84,-2.24,30.02,9.47,16.67,NA,NA,17.98,14.67,NA,0.88,1.0,NA,0.36,98.4,1.24,NA,NA,NA
iShares MSCI USA Multifactor ETF (LRGF),LRGF,ETF ,Large Value,4.0,4.0,N/A,4.0,39.44,12.58,14.28,NA,NA,NA,NA,NA,NA,NA,13.4,21.26,-9.79,26.22,11.26,16.64,NA,NA,19.04,15.41,NA,0.65,0.87,NA,0.27,98.41,1.32,NA,NA,NA
VictoryShares US Large Cap High Div Volatility Wtd ETF (CDL),CDL,ETF ,Large Value,3.0,3.0,N/A,3.0,47.61,11.29,12.01,NA,NA,NA,NA,NA,NA,NA,20.61,15.74,-5.54,26.47,-3.29,22.92,NA,NA,20.88,16.56,NA,0.57,0.7,NA,NA,NA,NA,NA,NA,NA
Invesco Dow Jones Industrial Average Dividend ETF (DJD),DJD,ETF ,Large Value,4.0,4.0,N/A,4.0,36.27,13.09,13.88,NA,NA,NA,NA,NA,NA,NA,16.92,21.63,0.12,22.37,0.94,17.13,NA,NA,18.13,14.81,NA,0.71,0.88,NA,-0.09,100.09,NA,NA,NA,NA
SPDR Dow Jones Industrial Average ETF Trust (DIA),DIA,ETF ,Large Value,4.0,5.0,5.0,5.0,36.22,14.83,16.5,13.33,13.87,8.21,10.04,29.41,9.88,0.1,16.28,27.97,-3.6,25.09,9.63,15.19,NA,NA,18.76,15.5,13.68,0.77,0.99,0.94,NA,NA,NA,NA,NA,NA
Invesco FTSE RAFI US 1000 ETF (PRF),PRF,ETF ,Large Value,4.0,4.0,4.0,4.0,50.69,15.02,14.52,12.89,19.5,-0.31,16.78,35.13,12.21,-2.84,17.18,15.95,-8.57,27.46,7.74,21.87,NA,NA,20.81,16.84,14.75,0.72,0.82,0.86,0.06,98.37,1.58,NA,NA,NA
First Trust Morningstar Dividend Leaders Index Fund (FDL),FDL,ETF ,Large Value,2.0,1.0,3.0,2.0,36.43,9.71,8.51,11.03,15.99,14.43,9.23,22.76,12.94,2.72,20.69,11.97,-5.87,24.4,-4.4,16.1,NA,NA,20.09,16.24,13.2,0.5,0.52,0.82,0.14,99.86,NA,NA,NA,NA
Columbia Dividend Opportunity Fund Institutional 3 Class (CDOYX),CDOYX,MF,Large Value,3.0,3.0,3.0,3.0,31.48,10.69,10.11,NA,NA,NA,NA,26.29,10.15,-2.2,13.8,14.76,-5.1,23.86,1.2,16.81,0.7,0.71,17.4,14.01,12.55,0.65,0.69,0.82,0.42,92.32,2.35,NA,1.48,3.42
PIMCO RAE US Fund Institutional Class (PKAIX),PKAIX,MF,Large Value,3.0,3.0,N/A,3.0,42.72,11.25,10.97,NA,18.53,1.81,16.58,36.15,12.32,-3.25,15.41,16.54,-7.01,24.87,3.93,19.19,0.41,0.42,20.93,16.83,NA,0.62,0.74,NA,0.18,98.8,1.02,NA,NA,NA
Columbia Disciplined Value Fund Institutional 3 Class (COLYX),COLYX,MF,Large Value,3.0,3.0,3.0,3.0,40.94,9.85,9.84,NA,NA,NA,NA,NA,NA,NA,14.18,18.27,-8.92,19.69,2.6,20.62,0.64,0.79,19.62,16.01,14.61,0.55,0.7,0.76,-0.29,99.46,0.83,NA,NA,NA
FlexShares Quality Dividend Index Fund (QDF),QDF,ETF ,Large Value,3.0,3.0,N/A,3.0,35.8,11.02,12.39,NA,NA,NA,NA,35.66,12.0,-0.95,17.17,17.15,-7.88,25.78,4.98,16.67,NA,NA,19.19,15.65,NA,0.58,0.75,NA,0.61,98.92,0.47,NA,NA,NA
Columbia Large Cap Value Fund Institutional 3 Class (CDEYX),CDEYX,MF,Large Value,4.0,4.0,3.0,4.0,39.29,12.69,10.9,NA,NA,NA,NA,31.3,12.06,-1.92,15.08,17.04,-10.91,30.25,5.72,17.21,0.69,0.69,20.77,16.69,14.89,0.67,0.75,0.75,0.74,95.94,1.81,NA,NA,1.51
FlexShares Quality Dividend Defensive Index Fund (QDEF),QDEF,ETF ,Large Value,3.0,3.0,N/A,3.0,31.52,11.15,11.86,NA,NA,NA,NA,32.3,13.41,-0.19,15.4,16.94,-4.05,25.19,3.23,15.85,NA,NA,17.75,14.41,NA,0.62,0.77,NA,0.48,98.07,1.45,NA,NA,NA
Federated Hermes MDT Large Cap Value Fund Class R6 (FSTLX),FSTLX,MF,Large Value,3.0,3.0,4.0,3.0,39.31,11.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.43,-7.11,21.05,6.27,19.68,0.7,0.88,20.27,16.44,15.59,0.61,0.74,0.78,1.64,96.67,1.69,NA,NA,NA
MainStay Epoch U.S. Equity Yield Fund Class R6 (EPLDX),EPLDX,MF,Large Value,3.0,3.0,3.0,3.0,30.23,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.28,24.16,0.27,15.21,0.73,0.74,17.08,13.78,12.75,0.63,0.66,0.81,2.38,91.68,5.93,NA,NA,NA
MFS Equity Income Fund Class R6 (EQNVX),EQNVX,MF,Large Value,4.0,4.0,N/A,4.0,38.85,13.62,11.33,NA,NA,NA,NA,31.27,9.89,-0.7,10.79,20.12,-7.42,25.89,8.64,18.74,0.55,0.68,18.99,15.15,NA,0.73,0.86,NA,2.04,78.62,16.09,NA,NA,3.25
Invesco Diversified Dividend Fund Class R6 (LCEFX),LCEFX,MF,Large Value,3.0,2.0,3.0,2.0,28.52,9.49,8.17,NA,NA,NA,NA,29.42,12.42,2.2,14.77,8.64,-7.45,25.58,0.55,13.14,0.44,0.44,16.81,13.47,11.91,0.61,0.6,0.85,2.14,83.69,14.17,NA,NA,NA
Invesco Dividend Income Fund Class R6 (IFUTX),IFUTX,MF,Large Value,3.0,2.0,3.0,2.0,23.42,8.29,8.17,NA,NA,NA,NA,21.62,16.17,3.81,16.17,9.45,-7.03,18.76,1.01,12.25,0.58,0.59,14.92,12.22,10.36,0.6,0.55,0.9,3.23,81.94,14.81,0.01,NA,NA
Pioneer Equity Income Fund Class K (PEQKX),PEQKX,MF,Large Value,3.0,3.0,3.0,3.0,32.26,9.26,10.61,NA,NA,NA,NA,29.43,13.32,0.64,19.57,15.36,-8.57,25.9,0.21,16.56,0.66,0.66,18.95,15.34,13.53,0.53,0.69,0.81,0.06,89.59,10.35,NA,NA,NA
Goldman Sachs Equity Income Fund Class R6 (GRGUX),GRGUX,MF,Large Value,4.0,3.0,3.0,3.0,30.16,11.32,NA,NA,NA,NA,NA,NA,NA,NA,13.72,10.81,-5.71,25.37,3.81,14.36,0.72,0.85,16.88,13.85,13.43,0.66,0.72,0.75,0.68,90.68,8.64,NA,NA,NA
MFS Blended Research Value Equity Fund Class R6 (BRUNX),BRUNX,MF,Large Value,3.0,3.0,N/A,3.0,41.31,10.57,NA,NA,NA,NA,NA,NA,NA,NA,14.25,16.74,-8.26,23.38,1.75,19.99,0.45,0.56,20.67,16.55,NA,0.58,0.7,NA,0.74,97.05,2.21,NA,NA,NA
BlackRock Advantage Large Cap Value Fund Class K (MLVKX),MLVKX,MF,Large Value,3.0,4.0,3.0,3.0,40.28,11.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.78,3.94,19.83,0.49,0.61,19.84,16.17,15.3,0.62,0.8,0.7,0.97,98.11,0.92,NA,NA,NA
MFS Value Fund Class R6 (MEIKX),MEIKX,MF,Large Value,4.0,3.0,4.0,4.0,34.24,12.53,10.9,12.67,11.54,-0.05,16.57,35.95,10.68,-0.42,14.25,17.86,-9.78,30.18,4.03,17.59,0.47,0.47,18.66,15.21,13.93,0.7,0.75,0.85,1.74,90.79,7.48,NA,NA,NA
Goldman Sachs Large Cap Value Insights Fund Class R6 (GCVUX),GCVUX,MF,Large Value,2.0,3.0,3.0,3.0,37.16,8.79,NA,NA,NA,NA,NA,NA,NA,NA,14.94,19.47,-8.8,21.07,1.44,19.45,0.55,0.66,20.79,16.8,14.99,0.49,0.7,0.77,NA,98.42,1.58,NA,NA,NA
Vanguard Value Index Fund ETF Shares (VTV),VTV,ETF ,Large Value,3.0,4.0,4.0,4.0,41.44,12.82,13.03,12.27,14.45,1.16,15.19,33.03,13.19,-0.89,16.88,17.12,-5.39,25.85,2.23,18.5,NA,NA,19.04,15.48,13.78,0.67,0.8,0.87,0.03,99.18,0.78,NA,NA,NA
iShares Russell Top 200 Value ETF (IWX),IWX,ETF ,Large Value,3.0,3.0,3.0,3.0,38.85,12.27,11.7,11.3,11.46,0.9,16.75,31.79,12.66,-3.58,15.91,13.58,-6.4,26.14,1.48,17.1,NA,NA,18.73,15.27,13.88,0.65,0.73,0.8,0.27,98.85,0.87,NA,NA,NA
Schwab U.S. Large-Cap Value ETF (SCHV),SCHV,ETF ,Large Value,3.0,3.0,4.0,4.0,40.44,12.18,12.02,11.77,14.88,3.6,15.05,30.98,10.96,-1.09,16.43,16.52,-7.24,26.04,2.62,17.54,NA,NA,19.33,15.58,13.71,0.63,0.74,0.84,0.07,98.79,1.15,NA,NA,NA
Vanguard S&P 500 Value Index Fund ETF Shares (VOOV),VOOV,ETF ,Large Value,3.0,3.0,4.0,4.0,39.53,13.01,12.4,11.7,NA,-0.7,17.57,31.79,12.17,-3.22,17.19,15.22,-9.08,31.82,1.26,17.65,NA,NA,19.72,16.08,14.39,0.66,0.74,0.8,0.1,98.37,1.53,NA,NA,NA
AdvisorShares DoubleLine Value Equity ETF (DBLV),DBLV,ETF ,Large Value,3.0,3.0,N/A,3.0,45.74,13.16,12.67,NA,NA,NA,15.5,42.41,14.89,-1.49,18.94,12.72,-15.78,28.07,8.85,17.89,NA,NA,20.22,16.74,NA,0.66,0.73,NA,3.42,88.95,7.62,NA,NA,NA
Invesco Dynamic Large Cap Value ETF (PWV),PWV,ETF ,Large Value,3.0,2.0,3.0,3.0,35.34,10.36,10.11,10.82,13.45,6.27,16.17,32.66,12.26,-4.68,18.68,17.0,-13.93,29.75,-3.65,16.23,NA,NA,19.36,15.92,13.95,0.54,0.61,0.76,-0.01,97.07,2.94,NA,NA,NA
Invesco Dividend Achievers ETF (PFM),PFM,ETF ,Large Value,5.0,4.0,4.0,4.0,30.99,14.61,12.26,11.67,14.89,9.0,10.83,25.63,11.13,-3.13,14.64,17.35,-4.4,26.79,9.54,13.98,NA,NA,16.16,13.3,11.71,0.85,0.85,0.95,0.05,99.46,0.49,NA,NA,NA
iShares S&P 500 Value ETF (IVE),IVE,ETF ,Large Value,3.0,3.0,4.0,4.0,39.47,12.97,12.37,11.68,14.9,-0.63,17.45,31.69,12.14,-3.24,17.17,15.19,-9.09,31.71,1.24,17.59,NA,NA,19.71,16.08,14.37,0.66,0.74,0.8,0.28,98.16,1.56,NA,NA,NA
iShares Core S&P U.S. Value ETF (IUSV),IUSV,ETF ,Large Value,3.0,3.0,4.0,4.0,40.92,13.01,12.71,11.79,15.99,-0.33,17.28,32.34,12.51,-4.13,18.33,15.07,-9.08,31.48,1.55,18.04,NA,NA,20.12,16.36,14.59,0.65,0.74,0.8,0.31,98.15,1.54,NA,NA,NA
Hartford Multifactor US Equity ETF (ROUS),ROUS,ETF ,Large Value,3.0,4.0,N/A,4.0,36.24,10.72,13.61,NA,NA,NA,NA,NA,NA,NA,11.37,22.59,-8.97,23.87,6.46,17.61,NA,NA,18.83,15.33,NA,0.58,0.83,NA,0.11,98.23,1.65,NA,NA,NA
iShares Russell 1000 Value ETF (IWD),IWD,ETF ,Large Value,3.0,3.0,3.0,3.0,43.47,12.21,11.7,11.41,15.3,0.21,17.28,32.18,13.21,-3.95,17.09,13.47,-8.4,26.34,2.67,18.28,NA,NA,20.07,16.19,14.42,0.62,0.7,0.78,NA,NA,NA,NA,NA,NA
SPDR Portfolio S&P 500 Value ETF (SPYV),SPYV,ETF ,Large Value,3.0,3.0,4.0,4.0,39.71,13.1,12.5,11.72,15.36,-0.65,17.4,31.63,12.1,-3.21,17.19,15.19,-8.93,31.78,1.48,17.16,NA,NA,19.64,16.02,14.33,0.66,0.74,0.8,0.11,98.33,1.56,NA,NA,NA
SPDR S&P Dividend ETF (SDY),SDY,ETF ,Large Value,4.0,3.0,5.0,4.0,38.14,12.84,11.49,12.71,16.41,7.28,11.51,30.09,13.8,-0.7,20.17,15.84,-2.73,23.37,1.78,17.79,NA,NA,18.23,14.8,12.9,0.69,0.73,0.95,NA,NA,NA,NA,NA,NA
T. Rowe Price Equity Income Fund I Class (REIPX),REIPX,MF,Large Value,3.0,3.0,3.0,3.0,40.66,10.28,NA,NA,NA,NA,NA,NA,NA,NA,19.4,16.31,-9.21,26.69,1.44,17.77,0.55,0.55,21.04,16.98,14.75,0.57,0.71,0.73,1.25,89.86,8.09,NA,NA,0.79
American Funds American Mutual Fund Class F-3 (AFMFX),AFMFX,MF,Large Value,4.0,4.0,4.0,4.0,26.02,11.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.77,22.1,5.07,15.11,0.28,0.28,14.5,11.93,10.97,0.8,0.93,1.0,6.19,82.36,10.95,0.02,NA,0.47
DFA U.S. Large Cap Value Portfolio Institutional Class (DFLVX),DFLVX,MF,Large Value,2.0,3.0,3.0,3.0,45.06,9.22,10.12,12.32,20.17,-3.14,22.05,40.32,10.07,-3.49,18.89,18.97,-11.65,25.45,-0.61,20.44,0.22,0.32,23.21,18.76,16.88,0.5,0.67,0.71,0.42,97.77,1.81,NA,NA,NA
GuideStone Funds Value Equity Fund Institutional Class (GVEYX),GVEYX,MF,Large Value,3.0,3.0,3.0,3.0,37.78,10.44,9.63,11.68,14.0,0.57,17.47,35.52,10.91,-3.44,14.11,15.54,-10.97,27.14,4.19,16.99,0.69,0.69,20.41,16.55,15.06,0.58,0.72,0.74,3.34,89.79,6.86,NA,NA,NA
ClearBridge Large Cap Value Fund Class IS (LMLSX),LMLSX,MF,Large Value,4.0,4.0,4.0,4.0,37.65,13.43,10.6,NA,NA,NA,NA,NA,11.82,-2.65,13.19,14.51,-8.69,28.7,6.05,18.82,0.48,0.48,19.02,15.56,14.0,0.73,0.79,0.83,2.45,96.36,1.19,NA,NA,NA
Virtus NFJ Large-Cap Value Fund Institutional Class (ANVIX),ANVIX,MF,Large Value,3.0,4.0,3.0,3.0,35.04,10.08,10.09,11.55,12.71,1.83,14.15,32.67,11.56,-5.28,14.31,21.36,-9.36,25.01,2.29,17.91,0.74,0.74,19.29,15.81,14.29,0.56,0.76,0.76,6.96,92.18,0.86,NA,NA,NA
The Hartford Equity Income Fund Class F (HQIFX),HQIFX,MF,Large Value,4.0,4.0,4.0,4.0,34.41,12.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.71,26.39,4.71,16.94,0.66,0.66,17.29,14.04,12.62,0.73,0.81,0.92,1.68,89.48,8.84,NA,NA,NA
Hartford Quality Value Fund Class F (HVOFX),HVOFX,MF,Large Value,3.0,3.0,2.0,3.0,36.61,11.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.8,29.88,2.68,18.53,0.46,0.58,19.27,15.78,15.22,0.66,0.75,0.69,2.03,91.1,6.87,NA,NA,NA
Lord Abbett Fundamental Equity Fund Class F3 (LDFOX),LDFOX,MF,Large Value,3.0,3.0,2.0,3.0,36.85,10.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.13,23.16,3.03,17.68,0.63,0.63,19.94,16.17,15.08,0.6,0.66,0.63,NA,95.23,4.77,NA,NA,NA
Lord Abbett Affiliated Fund Class F3 (LTFOX),LTFOX,MF,Large Value,3.0,3.0,3.0,3.0,34.39,9.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.09,25.69,-0.95,17.31,0.38,0.38,19.77,16.03,14.8,0.55,0.69,0.7,NA,94.72,3.67,NA,NA,1.61
JPMorgan Intrepid Value Fund Class R6 Shares (JIVMX),JIVMX,MF,Large Value,3.0,4.0,3.0,3.0,43.26,10.54,9.69,11.97,NA,-0.77,18.45,35.74,14.22,-5.91,12.32,16.94,-8.06,23.44,1.81,22.7,0.34,0.43,20.76,16.88,15.19,0.57,0.74,0.75,3.31,96.69,NA,NA,NA,NA
John Hancock Funds Disciplined Value Fund Class R6 (JDVWX),JDVWX,MF,Large Value,3.0,3.0,3.0,3.0,43.54,10.27,9.84,NA,NA,NA,20.08,35.97,11.04,-4.81,14.07,19.33,-9.47,22.79,1.74,21.32,0.7,0.71,21.76,17.67,15.7,0.57,0.72,0.75,1.45,91.58,6.97,NA,NA,NA
PGIM Jennison Value Fund- Class R6 (PJVQX),PJVQX,MF,Large Value,3.0,3.0,2.0,3.0,38.59,10.93,8.73,NA,NA,NA,14.79,33.11,9.87,-8.4,11.3,16.76,-10.06,26.07,3.15,18.83,0.7,2.91,20.01,16.18,15.32,0.6,0.75,0.62,-0.04,91.9,6.51,NA,NA,1.63
Vanguard Mega Cap Value Index Fund ETF Shares (MGV),MGV,ETF ,Large Value,4.0,4.0,4.0,4.0,39.38,13.25,13.06,12.31,12.98,1.47,14.95,32.12,12.97,-0.18,16.62,16.79,-4.05,25.73,2.4,17.78,NA,NA,18.41,15.04,13.45,0.7,0.82,0.89,-0.06,99.61,0.45,NA,NA,NA
